id,gen,name,hp,atk,def,spa,spd,spe,weight,height,isNonstandard,dex_number,alias
334,gs,Ninetales,73,76,75,81,100,100,19.9,1.1,Standard,38,ninetales
335,gs,Jigglypuff,115,45,20,45,25,20,5.5,0.5,Standard,39,jigglypuff
336,gs,Charmander,39,52,43,60,50,65,8.5,0.6,Standard,4,charmander
337,gs,Wigglytuff,140,70,45,75,50,45,12.0,1.0,Standard,40,wigglytuff
338,gs,Zubat,40,45,35,30,40,55,7.5,0.8,Standard,41,zubat
339,gs,Golbat,75,80,70,65,75,90,55.0,1.6,Standard,42,golbat
340,gs,Oddish,45,50,55,75,65,30,5.4,0.5,Standard,43,oddish
341,gs,Gloom,60,65,70,85,75,40,8.6,0.8,Standard,44,gloom
342,gs,Vileplume,75,80,85,100,90,50,18.6,1.2,Standard,45,vileplume
343,gs,Paras,35,70,55,45,55,25,5.4,0.3,Standard,46,paras
344,gs,Parasect,60,95,80,60,80,30,29.5,1.0,Standard,47,parasect
345,gs,Venonat,60,55,50,40,55,45,30.0,1.0,Standard,48,venonat
346,gs,Venomoth,70,65,60,90,75,90,12.5,1.5,Standard,49,venomoth
347,gs,Charmeleon,58,64,58,80,65,80,19.0,1.1,Standard,5,charmeleon
348,gs,Diglett,10,55,25,35,45,95,0.8,0.2,Standard,50,diglett
349,gs,Dugtrio,35,80,50,50,70,120,33.3,0.7,Standard,51,dugtrio
350,gs,Meowth,40,45,35,40,40,90,4.2,0.4,Standard,52,meowth
351,gs,Persian,65,70,60,65,65,115,32.0,1.0,Standard,53,persian
352,gs,Psyduck,50,52,48,65,50,55,19.6,0.8,Standard,54,psyduck
353,gs,Golduck,80,82,78,95,80,85,76.6,1.7,Standard,55,golduck
354,gs,Mankey,40,80,35,35,45,70,28.0,0.5,Standard,56,mankey
355,gs,Primeape,65,105,60,60,70,95,32.0,1.0,Standard,57,primeape
356,gs,Growlithe,55,70,45,70,50,60,19.0,0.7,Standard,58,growlithe
357,gs,Arcanine,90,110,80,100,80,95,155.0,1.9,Standard,59,arcanine
358,gs,Charizard,78,84,78,109,85,100,90.5,1.7,Standard,6,charizard
359,gs,Poliwag,40,50,40,40,40,90,12.4,0.6,Standard,60,poliwag
360,gs,Poliwhirl,65,65,65,50,50,90,20.0,1.0,Standard,61,poliwhirl
361,gs,Poliwrath,90,85,95,70,90,70,54.0,1.3,Standard,62,poliwrath
362,gs,Abra,25,20,15,105,55,90,19.5,0.9,Standard,63,abra
363,gs,Kadabra,40,35,30,120,70,105,56.5,1.3,Standard,64,kadabra
364,gs,Alakazam,55,50,45,135,85,120,48.0,1.5,Standard,65,alakazam
365,gs,Machop,70,80,50,35,35,35,19.5,0.8,Standard,66,machop
366,gs,Machoke,80,100,70,50,60,45,70.5,1.5,Standard,67,machoke
367,gs,Machamp,90,130,80,65,85,55,130.0,1.6,Standard,68,machamp
368,gs,Bellsprout,50,75,35,70,30,40,4.0,0.7,Standard,69,bellsprout
369,gs,Squirtle,44,48,65,50,64,43,9.0,0.5,Standard,7,squirtle
370,gs,Weepinbell,65,90,50,85,45,55,6.4,1.0,Standard,70,weepinbell
371,gs,Victreebel,80,105,65,100,60,70,15.5,1.7,Standard,71,victreebel
372,gs,Tentacool,40,40,35,50,100,70,45.5,0.9,Standard,72,tentacool
373,gs,Tentacruel,80,70,65,80,120,100,55.0,1.6,Standard,73,tentacruel
374,gs,Geodude,40,80,100,30,30,20,20.0,0.4,Standard,74,geodude
375,gs,Graveler,55,95,115,45,45,35,105.0,1.0,Standard,75,graveler
376,gs,Golem,80,110,130,55,65,45,300.0,1.4,Standard,76,golem
377,gs,Ponyta,50,85,55,65,65,90,30.0,1.0,Standard,77,ponyta
378,gs,Rapidash,65,100,70,80,80,105,95.0,1.7,Standard,78,rapidash
379,gs,Slowpoke,90,65,65,40,40,15,36.0,1.2,Standard,79,slowpoke
380,gs,Wartortle,59,63,80,65,80,58,22.5,1.0,Standard,8,wartortle
381,gs,Slowbro,95,75,110,100,80,30,78.5,1.6,Standard,80,slowbro
382,gs,Magnemite,25,35,70,95,55,45,6.0,0.3,Standard,81,magnemite
383,gs,Magneton,50,60,95,120,70,70,60.0,1.0,Standard,82,magneton
384,gs,Farfetch'd,52,65,55,58,62,60,15.0,0.8,Standard,83,farfetch-d
385,gs,Doduo,35,85,45,35,35,75,39.2,1.4,Standard,84,doduo
386,gs,Dodrio,60,110,70,60,60,100,85.2,1.8,Standard,85,dodrio
387,gs,Seel,65,45,55,45,70,45,90.0,1.1,Standard,86,seel
388,gs,Dewgong,90,70,80,70,95,70,120.0,1.7,Standard,87,dewgong
389,gs,Grimer,80,80,50,40,50,25,30.0,0.9,Standard,88,grimer
390,gs,Muk,105,105,75,65,100,50,30.0,1.2,Standard,89,muk
391,gs,Blastoise,79,83,100,85,105,78,85.5,1.6,Standard,9,blastoise
392,gs,Shellder,30,65,100,45,25,40,4.0,0.3,Standard,90,shellder
393,gs,Cloyster,50,95,180,85,45,70,132.5,1.5,Standard,91,cloyster
394,gs,Gastly,30,35,30,100,35,80,0.1,1.3,Standard,92,gastly
395,gs,Haunter,45,50,45,115,55,95,0.1,1.6,Standard,93,haunter
396,gs,Gengar,60,65,60,130,75,110,40.5,1.5,Standard,94,gengar
397,gs,Onix,35,45,160,30,45,70,210.0,8.8,Standard,95,onix
398,gs,Drowzee,60,48,45,43,90,42,32.4,1.0,Standard,96,drowzee
399,gs,Hypno,85,73,70,73,115,67,75.6,1.6,Standard,97,hypno
400,gs,Krabby,30,105,90,25,25,50,6.5,0.4,Standard,98,krabby
401,gs,Kingler,55,130,115,50,50,75,60.0,1.3,Standard,99,kingler
402,rs,Bulbasaur,45,49,49,65,65,45,6.9,0.7,Standard,1,bulbasaur
403,rs,Caterpie,45,30,35,20,20,45,2.9,0.3,Standard,10,caterpie
404,rs,Voltorb,40,30,50,55,55,100,10.4,0.5,Standard,100,voltorb
405,rs,Electrode,60,50,70,80,80,140,66.6,1.2,Standard,101,electrode
406,rs,Exeggcute,60,40,80,60,45,40,2.5,0.4,Standard,102,exeggcute
407,rs,Exeggutor,95,95,85,125,65,55,120.0,2.0,Standard,103,exeggutor
408,rs,Cubone,50,50,95,40,50,35,6.5,0.4,Standard,104,cubone
409,rs,Marowak,60,80,110,50,80,45,45.0,1.0,Standard,105,marowak
410,rs,Hitmonlee,50,120,53,35,110,87,49.8,1.5,Standard,106,hitmonlee
411,rs,Hitmonchan,50,105,79,35,110,76,50.2,1.4,Standard,107,hitmonchan
412,rs,Lickitung,90,55,75,60,75,30,65.5,1.2,Standard,108,lickitung
413,rs,Koffing,40,65,95,60,45,35,1.0,0.6,Standard,109,koffing
414,rs,Metapod,50,20,55,25,25,30,9.9,0.7,Standard,11,metapod
415,rs,Weezing,65,90,120,85,70,60,9.5,1.2,Standard,110,weezing
416,rs,Rhyhorn,80,85,95,30,30,25,115.0,1.0,Standard,111,rhyhorn
417,rs,Rhydon,105,130,120,45,45,40,120.0,1.9,Standard,112,rhydon
418,rs,Chansey,250,5,5,35,105,50,34.6,1.1,Standard,113,chansey
419,rs,Tangela,65,55,115,100,40,60,35.0,1.0,Standard,114,tangela
420,rs,Kangaskhan,105,95,80,40,80,90,80.0,2.2,Standard,115,kangaskhan
421,rs,Horsea,30,40,70,70,25,60,8.0,0.4,Standard,116,horsea
422,rs,Seadra,55,65,95,95,45,85,25.0,1.2,Standard,117,seadra
423,rs,Goldeen,45,67,60,35,50,63,15.0,0.6,Standard,118,goldeen
424,rs,Seaking,80,92,65,65,80,68,39.0,1.3,Standard,119,seaking
425,rs,Butterfree,60,45,50,80,80,70,32.0,1.1,Standard,12,butterfree
426,rs,Staryu,30,45,55,70,55,85,34.5,0.8,Standard,120,staryu
427,rs,Starmie,60,75,85,100,85,115,80.0,1.1,Standard,121,starmie
428,rs,Mr. Mime,40,45,65,100,120,90,54.5,1.3,Standard,122,mr-mime
429,rs,Scyther,70,110,80,55,80,105,56.0,1.5,Standard,123,scyther
430,rs,Jynx,65,50,35,115,95,95,40.6,1.4,Standard,124,jynx
431,rs,Electabuzz,65,83,57,95,85,105,30.0,1.1,Standard,125,electabuzz
432,rs,Magmar,65,95,57,100,85,93,44.5,1.3,Standard,126,magmar
433,rs,Pinsir,65,125,100,55,70,85,55.0,1.5,Standard,127,pinsir
434,rs,Tauros,75,100,95,40,70,110,88.4,1.4,Standard,128,tauros
435,rs,Magikarp,20,10,55,15,20,80,10.0,0.9,Standard,129,magikarp
436,rs,Weedle,40,35,30,20,20,50,3.2,0.3,Standard,13,weedle
437,rs,Gyarados,95,125,79,60,100,81,235.0,6.5,Standard,130,gyarados
438,rs,Lapras,130,85,80,85,95,60,220.0,2.5,Standard,131,lapras
439,rs,Ditto,48,48,48,48,48,48,4.0,0.3,Standard,132,ditto
440,rs,Eevee,55,55,50,45,65,55,6.5,0.3,Standard,133,eevee
441,rs,Vaporeon,130,65,60,110,95,65,29.0,1.0,Standard,134,vaporeon
442,rs,Jolteon,65,65,60,110,95,130,24.5,0.8,Standard,135,jolteon
443,rs,Flareon,65,130,60,95,110,65,25.0,0.9,Standard,136,flareon
444,rs,Porygon,65,60,70,85,75,40,36.5,0.8,Standard,137,porygon
445,rs,Omanyte,35,40,100,90,55,35,7.5,0.4,Standard,138,omanyte
446,rs,Omastar,70,60,125,115,70,55,35.0,1.0,Standard,139,omastar
447,rs,Kakuna,45,25,50,25,25,35,10.0,0.6,Standard,14,kakuna
448,rs,Kabuto,30,80,90,55,45,55,11.5,0.5,Standard,140,kabuto
449,rs,Kabutops,60,115,105,65,70,80,40.5,1.3,Standard,141,kabutops
450,rs,Aerodactyl,80,105,65,60,75,130,59.0,1.8,Standard,142,aerodactyl
451,rs,Snorlax,160,110,65,65,110,30,460.0,2.1,Standard,143,snorlax
452,rs,Articuno,90,85,100,95,125,85,55.4,1.7,Standard,144,articuno
453,rs,Zapdos,90,90,85,125,90,100,52.6,1.6,Standard,145,zapdos
454,rs,Moltres,90,100,90,125,85,90,60.0,2.0,Standard,146,moltres
455,rs,Dratini,41,64,45,50,50,50,3.3,1.8,Standard,147,dratini
456,rs,Dragonair,61,84,65,70,70,70,16.5,4.0,Standard,148,dragonair
457,rs,Dragonite,91,134,95,100,100,80,210.0,2.2,Standard,149,dragonite
458,rs,Beedrill,65,80,40,45,80,75,29.5,1.0,Standard,15,beedrill
459,rs,Mewtwo,106,110,90,154,90,130,122.0,2.0,Standard,150,mewtwo
460,rs,Mew,100,100,100,100,100,100,4.0,0.4,Standard,151,mew
461,rs,Chikorita,45,49,65,49,65,45,6.4,0.9,Standard,152,chikorita
462,rs,Bayleef,60,62,80,63,80,60,15.8,1.2,Standard,153,bayleef
463,rs,Meganium,80,82,100,83,100,80,100.5,1.8,Standard,154,meganium
464,rs,Cyndaquil,39,52,43,60,50,65,7.9,0.5,Standard,155,cyndaquil
465,rs,Quilava,58,64,58,80,65,80,19.0,0.9,Standard,156,quilava
466,rs,Typhlosion,78,84,78,109,85,100,79.5,1.7,Standard,157,typhlosion
467,rs,Totodile,50,65,64,44,48,43,9.5,0.6,Standard,158,totodile
468,rs,Croconaw,65,80,80,59,63,58,25.0,1.1,Standard,159,croconaw
469,rs,Pidgey,40,45,40,35,35,56,1.8,0.3,Standard,16,pidgey
470,rs,Feraligatr,85,105,100,79,83,78,88.8,2.3,Standard,160,feraligatr
471,rs,Sentret,35,46,34,35,45,20,6.0,0.8,Standard,161,sentret
472,rs,Furret,85,76,64,45,55,90,32.5,1.8,Standard,162,furret
473,rs,Hoothoot,60,30,30,36,56,50,21.2,0.7,Standard,163,hoothoot
474,rs,Noctowl,100,50,50,76,96,70,40.8,1.6,Standard,164,noctowl
475,rs,Ledyba,40,20,30,40,80,55,10.8,1.0,Standard,165,ledyba
476,rs,Ledian,55,35,50,55,110,85,35.6,1.4,Standard,166,ledian
477,rs,Spinarak,40,60,40,40,40,30,8.5,0.5,Standard,167,spinarak
478,rs,Ariados,70,90,70,60,60,40,33.5,1.1,Standard,168,ariados
479,rs,Crobat,85,90,80,70,80,130,75.0,1.8,Standard,169,crobat
480,rs,Pidgeotto,63,60,55,50,50,71,30.0,1.1,Standard,17,pidgeotto
481,rs,Chinchou,75,38,38,56,56,67,12.0,0.5,Standard,170,chinchou
482,rs,Lanturn,125,58,58,76,76,67,22.5,1.2,Standard,171,lanturn
483,rs,Pichu,20,40,15,35,35,60,2.0,0.3,Standard,172,pichu
484,rs,Cleffa,50,25,28,45,55,15,3.0,0.3,Standard,173,cleffa
485,rs,Igglybuff,90,30,15,40,20,15,1.0,0.3,Standard,174,igglybuff
486,rs,Togepi,35,20,65,40,65,20,1.5,0.3,Standard,175,togepi
487,rs,Togetic,55,40,85,80,105,40,3.2,0.6,Standard,176,togetic
488,rs,Natu,40,50,45,70,45,70,2.0,0.2,Standard,177,natu
489,rs,Xatu,65,75,70,95,70,95,15.0,1.5,Standard,178,xatu
490,rs,Mareep,55,40,40,65,45,35,7.8,0.6,Standard,179,mareep
491,rs,Pidgeot,83,80,75,70,70,91,39.5,1.5,Standard,18,pidgeot
492,rs,Flaaffy,70,55,55,80,60,45,13.3,0.8,Standard,180,flaaffy
493,rs,Ampharos,90,75,75,115,90,55,61.5,1.4,Standard,181,ampharos
494,rs,Bellossom,75,80,85,90,100,50,5.8,0.4,Standard,182,bellossom
495,rs,Marill,70,20,50,20,50,40,8.5,0.4,Standard,183,marill
496,rs,Azumarill,100,50,80,50,80,50,28.5,0.8,Standard,184,azumarill
497,rs,Sudowoodo,70,100,115,30,65,30,38.0,1.2,Standard,185,sudowoodo
498,rs,Politoed,90,75,75,90,100,70,33.9,1.1,Standard,186,politoed
499,rs,Hoppip,35,35,40,35,55,50,0.5,0.4,Standard,187,hoppip
500,rs,Skiploom,55,45,50,45,65,80,1.0,0.6,Standard,188,skiploom
501,rs,Jumpluff,75,55,70,55,85,110,3.0,0.8,Standard,189,jumpluff
502,rs,Rattata,30,56,35,25,35,72,3.5,0.3,Standard,19,rattata
503,rs,Aipom,55,70,55,40,55,85,11.5,0.8,Standard,190,aipom
504,rs,Sunkern,30,30,30,30,30,30,1.8,0.3,Standard,191,sunkern
505,rs,Sunflora,75,75,55,105,85,30,8.5,0.8,Standard,192,sunflora
506,rs,Yanma,65,65,45,75,45,95,38.0,1.2,Standard,193,yanma
507,rs,Wooper,55,45,45,25,25,15,8.5,0.4,Standard,194,wooper
508,rs,Quagsire,95,85,85,65,65,35,75.0,1.4,Standard,195,quagsire
509,rs,Espeon,65,65,60,130,95,110,26.5,0.9,Standard,196,espeon
510,rs,Umbreon,95,65,110,60,130,65,27.0,1.0,Standard,197,umbreon
511,rs,Murkrow,60,85,42,85,42,91,2.1,0.5,Standard,198,murkrow
512,rs,Slowking,95,75,80,100,110,30,79.5,2.0,Standard,199,slowking
513,rs,Ivysaur,60,62,63,80,80,60,13.0,1.0,Standard,2,ivysaur
514,rs,Raticate,55,81,60,50,70,97,18.5,0.7,Standard,20,raticate
515,rs,Misdreavus,60,60,60,85,85,85,1.0,0.7,Standard,200,misdreavus
516,rs,Unown,48,72,48,72,48,48,5.0,0.5,Standard,201,unown
517,rs,Wobbuffet,190,33,58,33,58,33,28.5,1.3,Standard,202,wobbuffet
518,rs,Girafarig,70,80,65,90,65,85,41.5,1.5,Standard,203,girafarig
519,rs,Pineco,50,65,90,35,35,15,7.2,0.6,Standard,204,pineco
520,rs,Forretress,75,90,140,60,60,40,125.8,1.2,Standard,205,forretress
521,rs,Dunsparce,100,70,70,65,65,45,14.0,1.5,Standard,206,dunsparce
522,rs,Gligar,65,75,105,35,65,85,64.8,1.1,Standard,207,gligar
523,rs,Steelix,75,85,200,55,65,30,400.0,9.2,Standard,208,steelix
524,rs,Snubbull,60,80,50,40,40,30,7.8,0.6,Standard,209,snubbull
525,rs,Spearow,40,60,30,31,31,70,2.0,0.3,Standard,21,spearow
526,rs,Granbull,90,120,75,60,60,45,48.7,1.4,Standard,210,granbull
527,rs,Qwilfish,65,95,75,55,55,85,3.9,0.5,Standard,211,qwilfish
528,rs,Scizor,70,130,100,55,80,65,118.0,1.8,Standard,212,scizor
529,rs,Shuckle,20,10,230,10,230,5,20.5,0.6,Standard,213,shuckle
530,rs,Heracross,80,125,75,40,95,85,54.0,1.5,Standard,214,heracross
531,rs,Sneasel,55,95,55,35,75,115,28.0,0.9,Standard,215,sneasel
532,rs,Teddiursa,60,80,50,50,50,40,8.8,0.6,Standard,216,teddiursa
533,rs,Ursaring,90,130,75,75,75,55,125.8,1.8,Standard,217,ursaring
534,rs,Slugma,40,40,40,70,40,20,35.0,0.7,Standard,218,slugma
535,rs,Magcargo,50,50,120,80,80,30,55.0,0.8,Standard,219,magcargo
536,rs,Fearow,65,90,65,61,61,100,38.0,1.2,Standard,22,fearow
537,rs,Swinub,50,50,40,30,30,50,6.5,0.4,Standard,220,swinub
538,rs,Piloswine,100,100,80,60,60,50,55.8,1.1,Standard,221,piloswine
539,rs,Corsola,55,55,85,65,85,35,5.0,0.6,Standard,222,corsola
540,rs,Remoraid,35,65,35,65,35,65,12.0,0.6,Standard,223,remoraid
541,rs,Octillery,75,105,75,105,75,45,28.5,0.9,Standard,224,octillery
542,rs,Delibird,45,55,45,65,45,75,16.0,0.9,Standard,225,delibird
543,rs,Mantine,65,40,70,80,140,70,220.0,2.1,Standard,226,mantine
544,rs,Skarmory,65,80,140,40,70,70,50.5,1.7,Standard,227,skarmory
545,rs,Houndour,45,60,30,80,50,65,10.8,0.6,Standard,228,houndour
546,rs,Houndoom,75,90,50,110,80,95,35.0,1.4,Standard,229,houndoom
547,rs,Ekans,35,60,44,40,54,55,6.9,2.0,Standard,23,ekans
548,rs,Kingdra,75,95,95,95,95,85,152.0,1.8,Standard,230,kingdra
549,rs,Phanpy,90,60,60,40,40,40,33.5,0.5,Standard,231,phanpy
550,rs,Donphan,90,120,120,60,60,50,120.0,1.1,Standard,232,donphan
551,rs,Porygon2,85,80,90,105,95,60,32.5,0.6,Standard,233,porygon2
552,rs,Stantler,73,95,62,85,65,85,71.2,1.4,Standard,234,stantler
553,rs,Smeargle,55,20,35,20,45,75,58.0,1.2,Standard,235,smeargle
554,rs,Tyrogue,35,35,35,35,35,35,21.0,0.7,Standard,236,tyrogue
555,rs,Hitmontop,50,95,95,35,110,70,48.0,1.4,Standard,237,hitmontop
556,rs,Smoochum,45,30,15,85,65,65,6.0,0.4,Standard,238,smoochum
557,rs,Elekid,45,63,37,65,55,95,23.5,0.6,Standard,239,elekid
558,rs,Arbok,60,85,69,65,79,80,65.0,3.5,Standard,24,arbok
559,rs,Magby,45,75,37,70,55,83,21.4,0.7,Standard,240,magby
560,rs,Miltank,95,80,105,40,70,100,75.5,1.2,Standard,241,miltank
561,rs,Blissey,255,10,10,75,135,55,46.8,1.5,Standard,242,blissey
562,rs,Raikou,90,85,75,115,100,115,178.0,1.9,Standard,243,raikou
563,rs,Entei,115,115,85,90,75,100,198.0,2.1,Standard,244,entei
564,rs,Suicune,100,75,115,90,115,85,187.0,2.0,Standard,245,suicune
565,rs,Larvitar,50,64,50,45,50,41,72.0,0.6,Standard,246,larvitar
566,rs,Pupitar,70,84,70,65,70,51,152.0,1.2,Standard,247,pupitar
567,rs,Tyranitar,100,134,110,95,100,61,202.0,2.0,Standard,248,tyranitar
568,rs,Lugia,106,90,130,90,154,110,216.0,5.2,Standard,249,lugia
569,rs,Pikachu,35,55,30,50,40,90,6.0,0.4,Standard,25,pikachu
570,rs,Ho-Oh,106,130,90,110,154,90,199.0,3.8,Standard,250,ho-oh
571,rs,Celebi,100,100,100,100,100,100,5.0,0.6,Standard,251,celebi
572,rs,Treecko,40,45,35,65,55,70,5.0,0.5,Standard,252,treecko
573,rs,Grovyle,50,65,45,85,65,95,21.6,0.9,Standard,253,grovyle
574,rs,Sceptile,70,85,65,105,85,120,52.2,1.7,Standard,254,sceptile
575,rs,Torchic,45,60,40,70,50,45,2.5,0.4,Standard,255,torchic
576,rs,Combusken,60,85,60,85,60,55,19.5,0.9,Standard,256,combusken
577,rs,Blaziken,80,120,70,110,70,80,52.0,1.9,Standard,257,blaziken
578,rs,Mudkip,50,70,50,50,50,40,7.6,0.4,Standard,258,mudkip
579,rs,Marshtomp,70,85,70,60,70,50,28.0,0.7,Standard,259,marshtomp
580,rs,Raichu,60,90,55,90,80,100,30.0,0.8,Standard,26,raichu
581,rs,Swampert,100,110,90,85,90,60,81.9,1.5,Standard,260,swampert
582,rs,Poochyena,35,55,35,30,30,35,13.6,0.5,Standard,261,poochyena
583,rs,Mightyena,70,90,70,60,60,70,37.0,1.0,Standard,262,mightyena
584,rs,Zigzagoon,38,30,41,30,41,60,17.5,0.4,Standard,263,zigzagoon
585,rs,Linoone,78,70,61,50,61,100,32.5,0.5,Standard,264,linoone
586,rs,Wurmple,45,45,35,20,30,20,3.6,0.3,Standard,265,wurmple
587,rs,Silcoon,50,35,55,25,25,15,10.0,0.6,Standard,266,silcoon
588,rs,Beautifly,60,70,50,90,50,65,28.4,1.0,Standard,267,beautifly
589,rs,Cascoon,50,35,55,25,25,15,11.5,0.7,Standard,268,cascoon
590,rs,Dustox,60,50,70,50,90,65,31.6,1.2,Standard,269,dustox
591,rs,Sandshrew,50,75,85,20,30,40,12.0,0.6,Standard,27,sandshrew
592,rs,Lotad,40,30,30,40,50,30,2.6,0.5,Standard,270,lotad
593,rs,Lombre,60,50,50,60,70,50,32.5,1.2,Standard,271,lombre
594,rs,Ludicolo,80,70,70,90,100,70,55.0,1.5,Standard,272,ludicolo
595,rs,Seedot,40,40,50,30,30,30,4.0,0.5,Standard,273,seedot
596,rs,Nuzleaf,70,70,40,60,40,60,28.0,1.0,Standard,274,nuzleaf
597,rs,Shiftry,90,100,60,90,60,80,59.6,1.3,Standard,275,shiftry
598,rs,Taillow,40,55,30,30,30,85,2.3,0.3,Standard,276,taillow
599,rs,Swellow,60,85,60,50,50,125,19.8,0.7,Standard,277,swellow
600,rs,Wingull,40,30,30,55,30,85,9.5,0.6,Standard,278,wingull
601,rs,Pelipper,60,50,100,85,70,65,28.0,1.2,Standard,279,pelipper
602,rs,Sandslash,75,100,110,45,55,65,29.5,1.0,Standard,28,sandslash
603,rs,Ralts,28,25,25,45,35,40,6.6,0.4,Standard,280,ralts
604,rs,Kirlia,38,35,35,65,55,50,20.2,0.8,Standard,281,kirlia
605,rs,Gardevoir,68,65,65,125,115,80,48.4,1.6,Standard,282,gardevoir
606,rs,Surskit,40,30,32,50,52,65,1.7,0.5,Standard,283,surskit
607,rs,Masquerain,70,60,62,80,82,60,3.6,0.8,Standard,284,masquerain
608,rs,Shroomish,60,40,60,40,60,35,4.5,0.4,Standard,285,shroomish
609,rs,Breloom,60,130,80,60,60,70,39.2,1.2,Standard,286,breloom
610,rs,Slakoth,60,60,60,35,35,30,24.0,0.8,Standard,287,slakoth
611,rs,Vigoroth,80,80,80,55,55,90,46.5,1.4,Standard,288,vigoroth
612,rs,Slaking,150,160,100,95,65,100,130.5,2.0,Standard,289,slaking
613,rs,Nidoran-F,55,47,52,40,40,41,7.0,0.4,Standard,29,nidoran-f
614,rs,Nincada,31,45,90,30,30,40,5.5,0.5,Standard,290,nincada
615,rs,Ninjask,61,90,45,50,50,160,12.0,0.8,Standard,291,ninjask
616,rs,Shedinja,1,90,45,30,30,40,1.2,0.8,Standard,292,shedinja
617,rs,Whismur,64,51,23,51,23,28,16.3,0.6,Standard,293,whismur
618,rs,Loudred,84,71,43,71,43,48,40.5,1.0,Standard,294,loudred
619,rs,Exploud,104,91,63,91,63,68,84.0,1.5,Standard,295,exploud
620,rs,Makuhita,72,60,30,20,30,25,86.4,1.0,Standard,296,makuhita
621,rs,Hariyama,144,120,60,40,60,50,253.8,2.3,Standard,297,hariyama
622,rs,Azurill,50,20,40,20,40,20,2.0,0.2,Standard,298,azurill
623,rs,Nosepass,30,45,135,45,90,30,97.0,1.0,Standard,299,nosepass
624,rs,Venusaur,80,82,83,100,100,80,100.0,2.0,Standard,3,venusaur
625,rs,Nidorina,70,62,67,55,55,56,20.0,0.8,Standard,30,nidorina
626,rs,Skitty,50,45,45,35,35,50,11.0,0.6,Standard,300,skitty
627,rs,Delcatty,70,65,65,55,55,70,32.6,1.1,Standard,301,delcatty
628,rs,Sableye,50,75,75,65,65,50,11.0,0.5,Standard,302,sableye
629,rs,Mawile,50,85,85,55,55,50,11.5,0.6,Standard,303,mawile
630,rs,Aron,50,70,100,40,40,30,60.0,0.4,Standard,304,aron
631,rs,Lairon,60,90,140,50,50,40,120.0,0.9,Standard,305,lairon
632,rs,Aggron,70,110,180,60,60,50,360.0,2.1,Standard,306,aggron
633,rs,Meditite,30,40,55,40,55,60,11.2,0.6,Standard,307,meditite
634,rs,Medicham,60,60,75,60,75,80,31.5,1.3,Standard,308,medicham
635,rs,Electrike,40,45,40,65,40,65,15.2,0.6,Standard,309,electrike
636,rs,Nidoqueen,90,82,87,75,85,76,60.0,1.3,Standard,31,nidoqueen
637,rs,Manectric,70,75,60,105,60,105,40.2,1.5,Standard,310,manectric
638,rs,Plusle,60,50,40,85,75,95,4.2,0.4,Standard,311,plusle
639,rs,Minun,60,40,50,75,85,95,4.2,0.4,Standard,312,minun
640,rs,Volbeat,65,73,55,47,75,85,17.7,0.7,Standard,313,volbeat
641,rs,Illumise,65,47,55,73,75,85,17.7,0.6,Standard,314,illumise
642,rs,Roselia,50,60,45,100,80,65,2.0,0.3,Standard,315,roselia
643,rs,Gulpin,70,43,53,43,53,40,10.3,0.4,Standard,316,gulpin
644,rs,Swalot,100,73,83,73,83,55,80.0,1.7,Standard,317,swalot
645,rs,Carvanha,45,90,20,65,20,65,20.8,0.8,Standard,318,carvanha
646,rs,Sharpedo,70,120,40,95,40,95,88.8,1.8,Standard,319,sharpedo
647,rs,Nidoran-M,46,57,40,40,40,50,9.0,0.5,Standard,32,nidoran-m
648,rs,Wailmer,130,70,35,70,35,60,130.0,2.0,Standard,320,wailmer
649,rs,Wailord,170,90,45,90,45,60,398.0,14.5,Standard,321,wailord
650,rs,Numel,60,60,40,65,45,35,24.0,0.7,Standard,322,numel
651,rs,Camerupt,70,100,70,105,75,40,220.0,1.9,Standard,323,camerupt
652,rs,Torkoal,70,85,140,85,70,20,80.4,0.5,Standard,324,torkoal
653,rs,Spoink,60,25,35,70,80,60,30.6,0.7,Standard,325,spoink
654,rs,Grumpig,80,45,65,90,110,80,71.5,0.9,Standard,326,grumpig
655,rs,Spinda,60,60,60,60,60,60,5.0,1.1,Standard,327,spinda
656,rs,Trapinch,45,100,45,45,45,10,15.0,0.7,Standard,328,trapinch
657,rs,Vibrava,50,70,50,50,50,70,15.3,1.1,Standard,329,vibrava
658,rs,Nidorino,61,72,57,55,55,65,19.5,0.9,Standard,33,nidorino
659,rs,Flygon,80,100,80,80,80,100,82.0,2.0,Standard,330,flygon
660,rs,Cacnea,50,85,40,85,40,35,51.3,0.4,Standard,331,cacnea
661,rs,Cacturne,70,115,60,115,60,55,77.4,1.3,Standard,332,cacturne
662,rs,Swablu,45,40,60,40,75,50,1.2,0.4,Standard,333,swablu
663,rs,Altaria,75,70,90,70,105,80,20.6,1.1,Standard,334,altaria
664,rs,Zangoose,73,115,60,60,60,90,40.3,1.3,Standard,335,zangoose
665,rs,Seviper,73,100,60,100,60,65,52.5,2.7,Standard,336,seviper
666,rs,Lunatone,70,55,65,95,85,70,168.0,1.0,Standard,337,lunatone
667,rs,Solrock,70,95,85,55,65,70,154.0,1.2,Standard,338,solrock
668,rs,Barboach,50,48,43,46,41,60,1.9,0.4,Standard,339,barboach
669,rs,Nidoking,81,92,77,85,75,85,62.0,1.4,Standard,34,nidoking
670,rs,Whiscash,110,78,73,76,71,60,23.6,0.9,Standard,340,whiscash
